window_start,Q_in,COD_in,NH4_in,TN_in,TP_in,MLSS,DO,NO3,Temperature,Q_air,NH4_load,COD_load,HRT,COD_in_mean_1h,COD_in_std_1h,COD_in_mean_3h,COD_in_std_3h,COD_in_mean_6h,COD_in_std_6h,NH4_in_mean_1h,NH4_in_std_1h,NH4_in_mean_3h,NH4_in_std_3h,NH4_in_mean_6h,NH4_in_std_6h,TN_in_mean_1h,TN_in_std_1h,TN_in_mean_3h,TN_in_std_3h,TN_in_mean_6h,TN_in_std_6h,COD_in_delayed,NH4_in_delayed,TN_in_delayed,hour_sin,hour_cos,dow_sin,dow_cos
2026-03-10 06:00:00,995.4918,177.649,15.915,43.33,3.656,4966.4845000000005,1.5655000000000001,8.284500000000001,14.8,1246.1925,15.843251997,176.84812277819998,6.0,216.7586666666667,30.316047748126124,230.16666666666666,19.118990992943015,224.45094444444442,18.463157949888746,15.915,0.0,16.38502777777778,0.5689259869216499,16.595069444444444,0.4724138342110312,45.491166666666665,2.3855280687233065,47.352611111111116,1.9467343133895036,47.45505555555556,1.9248524536322162,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 06:10:00,995.7044,177.649,15.915,43.33,3.656,4897.5470000000005,1.319,8.2405,14.727,1557.28825,15.846635525999998,176.8858909556,6.0,206.8575,32.01468236137905,226.89755555555556,22.673934408380845,223.70427777777778,19.787842432898206,15.915,0.0,16.320861111111114,0.5520087330286274,16.586458333333333,0.4820786150322663,44.726166666666664,2.177786988359231,47.01261111111111,2.088170128827656,47.39227777777778,2.021829208713324,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 06:20:00,994.5577999999999,177.649,14.2175,43.33,3.656,4871.32,1.5575,8.183,14.693,1576.081,14.140125521499998,176.68219861219998,6.0,196.95633333333333,29.925533897771327,223.62844444444445,25.299156254757115,222.9576111111111,21.00196026126784,15.632083333333332,0.6930014730623945,16.162388888888888,0.7108821685176372,16.521611111111113,0.6232033159538483,43.961166666666664,1.5460362759866897,46.67261111111111,2.1647943290132936,47.3295,2.112444656925106,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 06:30:00,1001.0903999999998,177.649,13.4,43.33,3.656,4922.508,1.7890000000000001,8.0755,14.689,1446.5482499999998,13.414611359999997,177.84270846959998,6.0,187.05516666666668,23.040308768908886,220.35933333333335,27.264552692633963,222.21094444444444,22.1237221434943,15.212916666666667,1.1179628981619405,15.958499999999999,0.9283055721550487,16.427999999999997,0.8099501307399809,43.33,0.0,46.34538888888889,2.2019270474341885,47.26672222222222,2.1974858830830306,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 06:40:00,1033.575,177.649,13.4,43.33,4.084,4934.367,1.866,7.919499999999999,14.611,1304.8015,13.849905000000001,183.613565175,6.0,177.649,0.0,217.08866666666665,28.704858766827822,221.4642777777778,23.166548041285882,14.793750000000001,1.2640211133521368,15.75461111111111,1.0630696058716456,16.33438888888889,0.9516455380858604,43.33,0.0,46.09038888888889,2.2734649155468065,47.203944444444446,2.277577371361879,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 06:50:00,1032.2358,177.649,13.4,43.33,4.435,4940.9375,1.701,8.0015,14.685,1049.8384999999998,13.831959719999999,183.37565763419997,6.0,177.649,0.0,213.7882777777778,29.67292119643883,220.7176111111111,24.140669725918407,14.374583333333332,1.2344942452950685,15.550722222222223,1.1447491919273358,16.24077777777778,1.066401622577027,43.33,0.0,45.83538888888889,2.3132450631574364,47.14116666666667,2.35322456581238,236.493,17.07,49.45,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2026-03-10 07:00:00,1028.1892,177.649,13.4,43.33,4.435,4926.5075,2.0355,7.838,14.725,898.8132499999999,13.77773528,182.65678319079998,6.0,177.649,0.0,210.4878888888889,30.23125825617647,219.97094444444446,25.054102288498388,13.955416666666666,1.0141602642909253,15.346833333333333,1.1843784917688644,16.147166666666667,1.1622257894722006,43.33,0.0,45.58038888888889,2.3228996367088817,47.07838888888889,2.424843444463733,236.493,17.07,49.22,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 07:10:00,1021.7128,177.649,13.4,43.33,4.435,4905.539000000001,0.9465,7.709,14.79,988.77725,13.69095152,181.50625720719998,6.0,177.649,0.0,207.1875,30.40245199138122,219.2242777777778,25.91326432831662,13.53625,0.3337429774541651,15.142944444444444,1.186179617497831,16.053555555555555,1.243502442859208,43.33,0.0,45.32538888888889,2.302807573858974,47.01561111111111,2.492781238213116,236.521,17.07,47.92,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 07:20:00,1011.2492,177.649,13.4,43.33,4.435,4891.7735,1.1195,7.7745,14.939,1213.03825,13.55073928,179.64740913079999,6.0,177.649,0.0,203.8871111111111,30.19308838691191,218.4776111111111,26.72339078066018,13.4,0.0,14.98236111111111,1.216943637893898,15.959944444444444,1.3129360379251271,43.33,0.0,45.07038888888889,2.2521728890611956,46.95283333333334,2.5573313378263265,237.056,17.07,47.92,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 07:30:00,1009.1360000000001,177.649,13.4,42.887,4.435,4902.718500000001,0.9815,7.6645,14.961,1333.5529999999999,13.522422400000002,179.272001264,6.0,177.649,0.0,200.5867222222222,29.595092050989507,217.73094444444445,27.488817389668476,13.4,0.0,14.84263888888889,1.2475583424475318,15.866333333333333,1.372325372705547,43.256166666666665,0.18085399267589755,44.79077777777778,2.1891232076565905,46.859,2.643801062323502,237.056,17.07,47.92,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 07:40:00,1002.975,175.808,13.4,38.9,4.435,4891.508,1.2435,7.506,15.054,1143.00475,13.439865,176.3310288,6.0,177.34216666666666,0.7515851027388776,197.18405555555557,28.66166878166169,216.9331388888889,28.288087352556612,13.4,0.0,14.702916666666665,1.2611544227179914,15.772722222222221,1.4229286672435415,42.517833333333336,1.7812052567480352,44.28966666666666,2.4477797382646265,46.56594444444445,2.918804089196661,237.056,17.07,47.92,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 07:50:00,1003.5744000000001,140.836,13.4,38.9,4.435,4889.2970000000005,1.9049999999999998,7.2665,15.048,1332.88475,13.447896960000001,141.33940419840005,6.0,171.20666666666668,14.896739893904911,191.8385,29.74037998738627,214.27599999999998,30.78105561078577,13.4,0.0,14.563194444444443,1.2582836715949968,15.67911111111111,1.4656562455633033,41.7795,2.2370403438472413,43.788555555555554,2.5805471426725703,46.272888888888886,3.1420502749254,237.056,16.2905,47.92,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
2026-03-10 08:00:00,1001.1968,140.836,13.4,38.9,4.435,4906.344,1.6920000000000002,7.258,15.114,1182.73975,13.41603712,141.00455252480003,6.0,165.07116666666667,18.786015388225824,186.49294444444448,29.782166767206213,211.6188611111111,32.86649750312644,13.4,0.0,14.423472222222223,1.2388316183383201,15.5855,1.5011807495625336,41.04116666666667,2.3511019047814283,43.287444444444446,2.606732464943584,45.97983333333334,3.323984343267245,237.056,15.915,47.92,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2026-03-10 08:10:00,998.3338,140.836,13.4,38.9,4.435,4902.531000000001,1.5385,7.1745,15.319,1036.62525,13.37767292,140.60133905680001,6.0,158.93566666666666,19.838584230399533,181.1473888888889,28.791544314543984,208.96172222222222,34.618141297476726,13.4,0.0,14.283750000000001,1.201993518750253,15.491888888888887,1.5300039967786736,40.30283333333333,2.177770457754184,42.78633333333333,2.5296476853041625,45.686777777777785,3.4711083623955243,237.056,15.915,47.92,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2026-03-10 08:20:00,997.5898,140.836,10.8555,38.9,4.435,4884.805,2.361,7.1275,15.576,960.4995,10.829336073899999,140.49655707280002,6.0,152.80016666666668,18.543948063092078,175.80183333333332,26.653647063659573,206.30458333333334,36.08463011894993,12.975916666666668,1.0387877750852852,14.002666666666665,1.3769357176673864,15.322180555555555,1.6921764563204926,39.5645,1.6276859340794887,42.28522222222222,2.3391052476272036,45.39372222222222,3.5877073428274313,237.056,15.915,47.92,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2026-03-10 08:30:00,994.4306,140.836,9.765,38.9,4.435,4868.6095000000005,2.071,7.131500000000001,15.797,837.1679999999999,9.710614809,140.0516279816,6.0,146.66466666666668,14.277259214101832,170.45627777777779,23.051444438104493,203.64744444444446,37.299612999481795,12.370083333333334,1.6323807894197462,13.661,1.6166547432347733,15.119263888888888,1.9016249986566365,38.9,0.0,41.82872222222222,2.133439912319332,45.10066666666667,3.676686559545559,237.056,15.915,47.92,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
